,endTime,artistName,trackName,msPlayed,full_track,segsPlayed,In Library,uri_tot
9919,2021-12-07 22:54,Guasones,Espejo Roto,228819,Espejo Roto:Guasones,228.82,1,5OyMgMn1JEBbHvAdCvsT2b
9920,2021-12-07 22:56,Silvestre y La Naranja,Sos Todo Lo Que Está Bien,115568,Sos Todo Lo Que Está Bien:Silvestre y La Naranja,115.57,0,4pL01X6Og8L9kJRTB65Hsz
9921,2021-12-07 23:01,El Zar,La Declaración,277573,La Declaración:El Zar,277.57,0,0MArhYeFvgi8V2Pj3ecwBs
9922,2021-12-07 23:04,Conociendo Rusia,Puede Ser,230960,Puede Ser:Conociendo Rusia,230.96,0,5gzeDHcCSxKU4KcBcDWJTc
9923,2021-12-07 23:08,LOUTA,AYER TE VI (feat. Zoe Gotusso),209133,AYER TE VI (feat. Zoe Gotusso):LOUTA,209.13,1,7gfyrnHMieXMjIW4n2p5wf
9925,2021-12-07 23:27,Conociendo Rusia,Cada Día,80108,Cada Día:Conociendo Rusia,80.11,0,3Y4Df1CX8JpDtvhBtZVeiD
9926,2021-12-08 00:14,Conociendo Rusia,Cada Día,215174,Cada Día:Conociendo Rusia,215.17,0,3Y4Df1CX8JpDtvhBtZVeiD
9927,2021-12-08 00:18,Conociendo Rusia,Otra Oportunidad,243040,Otra Oportunidad:Conociendo Rusia,243.04,0,29WjfUKhMuEVdO8iCRw2eE
9928,2021-12-08 00:22,Conociendo Rusia,Se Me Hizo Tarde,237636,Se Me Hizo Tarde:Conociendo Rusia,237.64,1,5iwoOs33FoFXzHdC862Vdn
9929,2021-12-08 00:26,Conociendo Rusia,Mundo de Cristal,251788,Mundo de Cristal:Conociendo Rusia,251.79,0,6vV1TLBRd8IeOpQMZNw1ZH
9931,2021-12-08 00:30,Conociendo Rusia,Disfraz,289307,Disfraz:Conociendo Rusia,289.31,0,5wp6bRa4Y5U0yE6idmfOtO
9932,2021-12-08 00:33,Conociendo Rusia,Vos y Yo,170595,Vos y Yo:Conociendo Rusia,170.6,0,42EuWgxBi4tBKzyTZoR9j0
9933,2021-12-08 00:43,Guasones,Infierno Blanco,8187,Infierno Blanco:Guasones,8.19,0,00KstxRk8kkZq54SNkOYrp
9934,2021-12-08 14:50,Conociendo Rusia,La Dirección,224768,La Dirección:Conociendo Rusia,224.77,1,3m7we3hDbJ2lilUouTMD8Q
9935,2021-12-08 14:52,Charly García,Demoliendo Hoteles,135973,Demoliendo Hoteles:Charly García,135.97,1,29iIRrSuANyjnwag69PHOJ
9936,2021-12-08 14:58,The Beatles,It's Only Love - Remastered 2009,4642,It's Only Love - Remastered 2009:The Beatles,4.64,1,2ue1KRstSKHF8jQkIJZiNC
9938,2021-12-08 15:04,Sui Generis,"Un Hada, un Cisne",374878,"Un Hada, un Cisne:Sui Generis",374.88,1,0DXNPAmAhQ872qL8AWkgsk
9939,2021-12-10 03:32,Zenon Pereyra,Pediste flores (con Loli Molina),15957,Pediste flores (con Loli Molina):Zenon Pereyra,15.96,0,
9940,2021-12-10 15:27,Los Cafres,Quedándote O Yéndote,205055,Quedándote O Yéndote:Los Cafres,205.06,0,
9941,2021-12-10 15:29,Charly García,Chicas Muertas,133520,Chicas Muertas:Charly García,133.52,1,2hswCACKO32Ikb0bxsAIpm
9942,2021-12-10 15:32,La Vela Puerca,Mi Semilla,205533,Mi Semilla:La Vela Puerca,205.53,1,2tYJR0owzOYw3RHHFwHGlk
9943,2021-12-10 15:36,Caetano Veloso,Un Vestido Y Un Amor,249893,Un Vestido Y Un Amor:Caetano Veloso,249.89,0,
9944,2021-12-10 15:41,Alejandro Sanz,Amiga mía,290973,Amiga mía:Alejandro Sanz,290.97,0,
9945,2021-12-10 15:45,Loli Molina,Fuji,278712,Fuji:Loli Molina,278.71,0,
9946,2021-12-10 15:49,Carlos Gardel,El Día Que Me Quieras,198992,El Día Que Me Quieras:Carlos Gardel,198.99,0,
9948,2021-12-10 15:54,Porsuigieco,"Quiero ver, quiero ser, quiero entrar - Maria Rosa Yorio",300024,"Quiero ver, quiero ser, quiero entrar - Maria Rosa Yorio:Porsuigieco",300.02,0,
9949,2021-12-10 15:56,Guillermo Di Pietro,Total Interferencia,48001,Total Interferencia:Guillermo Di Pietro,48.0,0,
9951,2021-12-10 16:03,Sui Generis,"Un Hada, un Cisne",385840,"Un Hada, un Cisne:Sui Generis",385.84,1,0DXNPAmAhQ872qL8AWkgsk
9952,2021-12-10 16:07,Bersuit Vergarabat,Sr. Cobranza,259813,Sr. Cobranza:Bersuit Vergarabat,259.81,1,2oUVvxbmqWUNOxfMWvwvaJ
9953,2021-12-10 16:13,Frédéric Chopin,"Nocturne in G Minor, Op. 15 No. 3: Nocturne No. 6 in G Minor, Op. 15, No. 3",0,"Nocturne in G Minor, Op. 15 No. 3: Nocturne No. 6 in G Minor, Op. 15, No. 3:Frédéric Chopin",0.0,0,
9955,2021-12-10 16:15,Charly García,Nuevos Trapos,125830,Nuevos Trapos:Charly García,125.83,0,
9956,2021-12-10 16:19,Sui Generis,El Día Que Apagaron La Luz,270986,El Día Que Apagaron La Luz:Sui Generis,270.99,0,4etJPu6uu8wF5jezX7kClT
9958,2021-12-10 16:24,Sui Generis,Yo Soy Su Papá (Can We Still Be Friends?),283306,Yo Soy Su Papá (Can We Still Be Friends?):Sui Generis,283.31,0,
9959,2021-12-10 16:26,Sui Generis,Cuando Te Vayas,127120,Cuando Te Vayas:Sui Generis,127.12,0,
9960,2021-12-10 16:29,Fito Paez,Polaroid De Locura Ordinaria,209240,Polaroid De Locura Ordinaria:Fito Paez,209.24,0,0fAkoHmERNn6PuRqfK7411
9961,2021-12-10 16:33,Charly García,Superhéroes,230566,Superhéroes:Charly García,230.57,0,
9962,2021-12-10 16:35,Charly García,Chicas Muertas,133946,Chicas Muertas:Charly García,133.95,1,2hswCACKO32Ikb0bxsAIpm
9963,2021-12-10 16:47,Fito Paez,La Música de los Sueños de Tu Juventud,265575,La Música de los Sueños de Tu Juventud:Fito Paez,265.58,1,6kGXhFBioJfblZHv5AJVGm
9964,2021-12-10 16:51,Fito Paez,Gricel,271333,Gricel:Fito Paez,271.33,0,
9965,2021-12-11 10:24,Fito Paez,Instant-Taneas,69874,Instant-Taneas:Fito Paez,69.87,0,
9966,2021-12-11 10:29,Kase.O,Mitad y Mitad (con Najwa),331933,Mitad y Mitad (con Najwa):Kase.O,331.93,0,
9967,2021-12-11 10:32,Trueno,FEEL ME??,187331,FEEL ME??:Trueno,187.33,0,
9968,2021-12-11 10:35,Duki,Me Gusta Lo Simple,196626,Me Gusta Lo Simple:Duki,196.63,0,
9969,2021-12-11 10:38,LIT killah,Ese Mensaje,153857,Ese Mensaje:LIT killah,153.86,0,
9970,2021-12-11 10:41,Tiago PZK,Sola,196144,Sola:Tiago PZK,196.14,0,
9971,2021-12-11 10:44,Arquero,Chill,184998,Chill:Arquero,185.0,0,7myurj1Dl53f8bxv2at1VG
9974,2021-12-11 10:49,Panama Papers Club,Dana La Cubana,299456,Dana La Cubana:Panama Papers Club,299.46,1,1pghpHa1f5gpbt2J2dCMoz
9975,2021-12-11 10:50,latejapride*,Juega Sola,29266,Juega Sola:latejapride*,29.27,0,0MOJkQ2lg6swDXlhftujqv
9976,2021-12-11 10:54,Lo' Pibitos,Anda Corriendo el Rumor,235045,Anda Corriendo el Rumor:Lo' Pibitos,235.04,0,1ASQ0QJkQJqD1RgDrLvJQX
9980,2021-12-11 10:57,Trueno,Sangría - con WOS,154956,Sangría - con WOS:Trueno,154.96,0,51aMyZzlIOitdIA4vyF0JO
9981,2021-12-11 11:00,Trueno,Mamichula - con Nicki Nicole,219201,Mamichula - con Nicki Nicole:Trueno,219.2,0,4pXW6ZAHBz7ODXTRKklWrM
9982,2021-12-11 11:03,Bizarrap,"Nicki Nicole: Bzrp Music Sessions, Vol. 13",143291,"Nicki Nicole: Bzrp Music Sessions, Vol. 13:Bizarrap",143.29,0,2S93hylQBYLndMnaJuso8S
9983,2021-12-11 11:06,WOS,FREESTYLE - Live Set,203547,FREESTYLE - Live Set:WOS,203.55,1,0WYcVMr4ekWawPKIL2JDZd
9984,2021-12-11 11:10,ARON,Sigo,211235,Sigo:ARON,211.24,0,0etsGe9x9YXcs6OrNOYcYo
9985,2021-12-11 11:26,Elphomega,Stardust,111478,Stardust:Elphomega,111.48,0,6NeoEbHAfOTcOOOtpMio2s
9986,2021-12-11 14:57,Charly García,Chicas Muertas,133946,Chicas Muertas:Charly García,133.95,1,2hswCACKO32Ikb0bxsAIpm
9987,2021-12-11 15:01,Charly García,Chipi Chipi - Live,223200,Chipi Chipi - Live:Charly García,223.2,0,
9988,2021-12-11 15:22,Serú Girán,Seminare,1393,Seminare:Serú Girán,1.39,1,22bHn42Pg4uhIqVrLekPmr
9991,2021-12-12 17:47,Jorge Fandermole,Sueñero,272986,Sueñero:Jorge Fandermole,272.99,0,
9992,2021-12-12 17:52,La Vela Puerca,La Luna de Neuquén,260523,La Luna de Neuquén:La Vela Puerca,260.52,0,
9993,2021-12-12 17:55,Pedro Aznar,A Primera Vista,208240,A Primera Vista:Pedro Aznar,208.24,0,4Xunts6NLofGZCFEICTDTg
9994,2021-12-12 17:58,Cruzando El Charco,El Trato,211500,El Trato:Cruzando El Charco,211.5,0,10y0q9ys5yOQA4jGU7daz3
9995,2021-12-12 18:03,Alejandro Sanz,La Música No Se Toca,288640,La Música No Se Toca:Alejandro Sanz,288.64,1,6VEIC1fgAJSKuCuPvvyPXl
9996,2021-12-12 18:07,Burkina,No Me Da Lo Mismo,206495,No Me Da Lo Mismo:Burkina,206.5,0,
9997,2021-12-12 18:11,Conociendo Rusia,Quiero Que Me Llames,258106,Quiero Que Me Llames:Conociendo Rusia,258.11,0,7jcXQXxo0lvpwg2twqJpqc
9998,2021-12-12 18:14,Los Pericos,Waitin',179838,Waitin':Los Pericos,179.84,0,
9999,2021-12-12 18:18,Adrián Berra,Natural,259413,Natural:Adrián Berra,259.41,0,
10000,2021-12-12 18:22,Perotá Chingó,La Complicidad,244624,La Complicidad:Perotá Chingó,244.62,0,
10001,2021-12-12 18:25,Adrián Berra,Sigue,161480,Sigue:Adrián Berra,161.48,1,60KaE1I988N7YG8Eh1lxpt
10002,2021-12-12 18:29,Juan Luis Guerra 4.40,Ojala Que Llueva Café,255666,Ojala Que Llueva Café:Juan Luis Guerra 4.40,255.67,0,
10003,2021-12-12 18:33,Jeites,Todos los fuegos,268466,Todos los fuegos:Jeites,268.47,0,
10004,2021-12-12 18:37,Jeites,Sed de mi bandera,216760,Sed de mi bandera:Jeites,216.76,0,
10005,2021-12-12 18:42,La Vela Puerca,Dice,306200,Dice:La Vela Puerca,306.2,1,0L09ACPmCgdVu1UEG7OKbj
10006,2021-12-12 18:45,Cruzando El Charco,Cambiando de Color,210429,Cambiando de Color:Cruzando El Charco,210.43,0,1ugnPMoZiN8oJ0TeEeiTPl
10007,2021-12-12 18:50,Andrés Calamaro,Crímenes perfectos,262640,Crímenes perfectos:Andrés Calamaro,262.64,1,6SJz41lrjvWoyWrZoFyf7d
10008,2021-12-12 18:53,Bersuit Vergarabat,Mi Caramelo - Live In Buenos Aires / 2001,209893,Mi Caramelo - Live In Buenos Aires / 2001:Bersuit Vergarabat,209.89,1,3CnrprcCmlhqsNdH8W7FTv
10009,2021-12-12 18:57,La Vela Puerca,La Luna de Neuquén,260523,La Luna de Neuquén:La Vela Puerca,260.52,0,
10010,2021-12-12 19:01,Jorge Drexler,Todo se transforma,217146,Todo se transforma:Jorge Drexler,217.15,0,
10011,2021-12-12 19:03,Jeites,Voce,159093,Voce:Jeites,159.09,0,
10012,2021-12-12 19:07,Jeites,Partículas del aire,233253,Partículas del aire:Jeites,233.25,0,
10013,2021-12-12 19:11,Bandalos Chinos,La Herida,246586,La Herida:Bandalos Chinos,246.59,0,
10014,2021-12-12 19:13,Jeites,Te amo profundo,99310,Te amo profundo:Jeites,99.31,0,
10015,2021-12-12 19:16,León Gieco,En el país de la libertad,193535,En el país de la libertad:León Gieco,193.54,1,0lfov5kPf3ejdXkhJA7aBB
10016,2021-12-12 19:19,Cruzando El Charco,Lo Nuestro Tiene Magia,193909,Lo Nuestro Tiene Magia:Cruzando El Charco,193.91,0,3ojzeBvPRHser8hOzLvRrU
10017,2021-12-12 19:23,Jeites,El niño (En Vivo),207917,El niño (En Vivo):Jeites,207.92,0,
10018,2021-12-12 19:27,Jeites,Peiname,277186,Peiname:Jeites,277.19,0,
10019,2021-12-12 19:30,Cruzando El Charco,Puede Ser,205994,Puede Ser:Cruzando El Charco,205.99,0,
10020,2021-12-12 19:39,El Kuelgue,Bossa & People,302613,Bossa & People:El Kuelgue,302.61,1,4yFh5okeS2u5iO5vAsBsHc
10021,2021-12-12 20:18,Adrián Berra,Mi Negra Rubia,51803,Mi Negra Rubia:Adrián Berra,51.8,0,
10022,2021-12-12 20:34,The Beatles,Let It Be - Remastered 2009,243026,Let It Be - Remastered 2009:The Beatles,243.03,0,
10023,2021-12-12 20:35,The Police,Every Breath You Take,66634,Every Breath You Take:The Police,66.63,0,
10024,2021-12-12 20:38,Maroon 5,She Will Be Loved - Acoustic,9394,She Will Be Loved - Acoustic:Maroon 5,9.39,0,
10027,2021-12-12 20:40,Luis Alberto Spinetta,Las Cosas Tienen Movimiento (En Vivo Estadio Vélez Sarsfield) (feat. Fito Paez),102607,Las Cosas Tienen Movimiento (En Vivo Estadio Vélez Sarsfield) (feat. Fito Paez):Luis Alberto Spinetta,102.61,1,3Z7amA2hdlxrNRTHTKFXiU
10028,2021-12-12 20:43,Charly García,Promesas Sobre El Bidet - Live,191660,Promesas Sobre El Bidet - Live:Charly García,191.66,1,18q9HXSEKJ7w1nTAST38jB
10030,2021-12-12 20:45,Fito Paez,Un vestido y un amor,113557,Un vestido y un amor:Fito Paez,113.56,0,
10031,2021-12-12 20:51,Charly García,Serú Giran Medley - Live,368012,Serú Giran Medley - Live:Charly García,368.01,1,1lrmmpIgUeluYHmPN5lhxr
10032,2021-12-12 20:54,Gustavo Cerati,Adiós,207723,Adiós:Gustavo Cerati,207.72,1,1rh4kDY9T4fHVDum8Foi5k
10033,2021-12-12 20:56,Charly García,Peluca Telefónica,75712,Peluca Telefónica:Charly García,75.71,0,4ICxNg9S9JgcQ0d1TlPhJm
10034,2021-12-12 20:59,Conociendo Rusia,Mundo de Cristal,0,Mundo de Cristal:Conociendo Rusia,0.0,0,6vV1TLBRd8IeOpQMZNw1ZH
10037,2021-12-12 21:02,The Beatles,The Long And Winding Road - Remastered 2009,170218,The Long And Winding Road - Remastered 2009:The Beatles,170.22,0,
10038,2021-12-12 21:03,Charly García,No Se Va A Llamar Mi Amor,105963,No Se Va A Llamar Mi Amor:Charly García,105.96,0,5ZhxwR8J7VJC5CorjuogMD
10040,2021-12-12 21:07,Fito Paez,Polaroid De Locura Ordinaria,194304,Polaroid De Locura Ordinaria:Fito Paez,194.3,0,0fAkoHmERNn6PuRqfK7411
10041,2021-12-12 21:10,Charly García,Tuve Tu Amor,181519,Tuve Tu Amor:Charly García,181.52,0,0iYfWbJx56e7tc8f5uMVQu
10042,2021-12-12 21:12,Charly García,Demoliendo Hoteles,135973,Demoliendo Hoteles:Charly García,135.97,1,29iIRrSuANyjnwag69PHOJ
10043,2021-12-12 21:26,Charly García,Los Dinosaurios - Live,203101,Los Dinosaurios - Live:Charly García,203.1,0,0BWhmRyHvBLMcEJDAos2PD
10044,2021-12-12 22:21,Conociendo Rusia,La Dirección,224768,La Dirección:Conociendo Rusia,224.77,1,3m7we3hDbJ2lilUouTMD8Q
10045,2021-12-12 22:23,Pescado Rabioso,Todas las Hojas Son del Viento,130080,Todas las Hojas Son del Viento:Pescado Rabioso,130.08,1,689lBKIELtWGHfsPWpR6rv
10046,2021-12-12 22:27,Coti,La Chica de la Esquina Rosada,241287,La Chica de la Esquina Rosada:Coti,241.29,1,1RSjvn5CIlqR6PAiu94GgU
10047,2021-12-12 22:28,U2,Red Hill Mining Town - Steve Lillywhite 2017 Mix,31347,Red Hill Mining Town - Steve Lillywhite 2017 Mix:U2,31.35,1,4gjYDqwEWIE58qwsva3tui
10048,2021-12-12 22:33,Lito Vitale,Los Libros de la Buena Memoria,314013,Los Libros de la Buena Memoria:Lito Vitale,314.01,1,7j87GqxCRCFC8xX1gB8t6B
10049,2021-12-12 22:48,Charly García,Canción De Dos Por Tres,219907,Canción De Dos Por Tres:Charly García,219.91,0,
10050,2021-12-13 02:15,León Gieco,La Navidad De Luis,13546,La Navidad De Luis:León Gieco,13.55,1,7uK3SYNaGCofhffTrVJIG6
10051,2021-12-14 15:19,Ed Sheeran,Shivers,207853,Shivers:Ed Sheeran,207.85,0,
10052,2021-12-14 15:24,Queen,Too Much Love Will Kill You - Remastered 2011,259213,Too Much Love Will Kill You - Remastered 2011:Queen,259.21,0,
10053,2021-12-14 15:27,Elton John,Candle In The Wind - Remastered 2014,228932,Candle In The Wind - Remastered 2014:Elton John,228.93,0,
10054,2021-12-14 15:31,R.E.M.,Shiny Happy People,22620,Shiny Happy People:R.E.M.,22.62,1,1v2zyAJrChw5JnfafSkwkJ
10056,2021-12-14 15:35,Queen,Save Me - Remastered 2011,229920,Save Me - Remastered 2011:Queen,229.92,0,
10057,2021-12-14 15:39,Coldplay,Higher Power,211294,Higher Power:Coldplay,211.29,0,
10058,2021-12-14 15:42,Eric Clapton,Cocaine,221640,Cocaine:Eric Clapton,221.64,0,
10059,2021-12-14 15:46,Jason Mraz,I Won't Give Up,240165,I Won't Give Up:Jason Mraz,240.16,0,
10060,2021-12-14 15:47,Black Eyed Peas,Where Is The Love?,45917,Where Is The Love?:Black Eyed Peas,45.92,0,
10061,2021-12-14 15:51,Miley Cyrus,The Climb,234520,The Climb:Miley Cyrus,234.52,0,5x5JM1BSB6vollcIzDocqT
10062,2021-12-14 15:53,Frank Sinatra,Tie A Yellow Ribbon 'Round The Ole Oak Tree,1652,Tie A Yellow Ribbon 'Round The Ole Oak Tree:Frank Sinatra,1.65,0,6lyohfaVjbEmlIStA9WtbX
10064,2021-12-14 16:01,Led Zeppelin,Stairway to Heaven - Remaster,482830,Stairway to Heaven - Remaster:Led Zeppelin,482.83,0,
10065,2021-12-14 16:06,Eric Clapton,"Layla - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",289026,"Layla - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster:Eric Clapton",289.03,0,
10066,2021-12-14 16:15,Todd Rundgren,Can We Still Be Friends? - 2015 Remaster,168674,Can We Still Be Friends? - 2015 Remaster:Todd Rundgren,168.67,0,
10067,2021-12-14 21:12,Fito Paez,Folly Berghet,219289,Folly Berghet:Fito Paez,219.29,0,
10068,2021-12-14 21:17,Fito Paez,Instant-Taneas,337200,Instant-Taneas:Fito Paez,337.2,0,
10069,2021-12-14 21:23,Fito Paez,Tengo Un Mono,315493,Tengo Un Mono:Fito Paez,315.49,0,
10070,2021-12-14 21:24,Fito Paez,Retrato De Bambis,94106,Retrato De Bambis:Fito Paez,94.11,0,
10071,2021-12-14 21:30,Fito Paez,Asilo En Tu Corazón,335960,Asilo En Tu Corazón:Fito Paez,335.96,0,
10072,2021-12-14 21:35,Fito Paez,Dejaste Ver Tu Corazón,316534,Dejaste Ver Tu Corazón:Fito Paez,316.53,0,
10073,2021-12-14 21:36,Fito Paez,Solo La La La,83066,Solo La La La:Fito Paez,83.07,0,
10074,2021-12-14 21:41,Fito Paez,Gricel,271333,Gricel:Fito Paez,271.33,0,
10075,2021-12-14 21:46,Fito Paez,Serpiente De Gas,269933,Serpiente De Gas:Fito Paez,269.93,0,
10076,2021-12-14 21:51,Fito Paez,Todos Estos Años De Gente,318995,Todos Estos Años De Gente:Fito Paez,319.0,0,
10077,2021-12-14 21:56,Fito Paez,Carta Para Mi Desde El 2086,307560,Carta Para Mi Desde El 2086:Fito Paez,307.56,0,
10078,2021-12-14 21:58,Fito Paez,Jabalies-Conejines,151440,Jabalies-Conejines:Fito Paez,151.44,0,
10079,2021-12-14 22:04,Fito Paez,Parte Del Aire,305493,Parte Del Aire:Fito Paez,305.49,0,
10080,2021-12-14 22:06,Fito Paez,Cuando El Arte Ataque,143533,Cuando El Arte Ataque:Fito Paez,143.53,0,
10081,2021-12-14 22:09,Fito Paez,Pequeño Ángel,156440,Pequeño Ángel:Fito Paez,156.44,0,
10082,2021-12-14 22:13,Fito Paez,Arrecife,293000,Arrecife:Fito Paez,293.0,0,
10083,2021-12-14 22:14,Fito Paez,Estoy Atiborrado Con Tu Amor,16991,Estoy Atiborrado Con Tu Amor:Fito Paez,16.99,0,
10084,2021-12-14 22:19,Fito Paez,Parte Del Aire,305493,Parte Del Aire:Fito Paez,305.49,0,
10085,2021-12-14 22:22,Fito Paez,Beer Blues (feat. Elvis Costello),198922,Beer Blues (feat. Elvis Costello):Fito Paez,198.92,0,
10086,2021-12-14 22:26,Fito Paez,La Música de los Sueños de Tu Juventud,253781,La Música de los Sueños de Tu Juventud:Fito Paez,253.78,1,6kGXhFBioJfblZHv5AJVGm
10087,2021-12-14 22:30,Fito Paez,Lo Mejor de Nuestras Vidas,246933,Lo Mejor de Nuestras Vidas:Fito Paez,246.93,0,
10088,2021-12-14 22:33,Fito Paez,Cuando El Arte Ataque,143533,Cuando El Arte Ataque:Fito Paez,143.53,0,
10090,2021-12-14 22:37,Conociendo Rusia,La Dirección,224768,La Dirección:Conociendo Rusia,224.77,1,3m7we3hDbJ2lilUouTMD8Q
10091,2021-12-14 22:40,Coti,La Chica de la Esquina Rosada,205211,La Chica de la Esquina Rosada:Coti,205.21,1,1RSjvn5CIlqR6PAiu94GgU
10092,2021-12-14 22:44,The Beatles,Come Together - Remastered 2009,259946,Come Together - Remastered 2009:The Beatles,259.95,0,
10093,2021-12-14 22:47,The Beatles,Something - Remastered 2009,182293,Something - Remastered 2009:The Beatles,182.29,0,
10094,2021-12-14 22:51,The Beatles,Maxwell's Silver Hammer - Remastered 2009,207920,Maxwell's Silver Hammer - Remastered 2009:The Beatles,207.92,0,
10095,2021-12-14 22:54,The Beatles,Oh! Darling - Remastered 2009,207240,Oh! Darling - Remastered 2009:The Beatles,207.24,0,
10096,2021-12-14 22:57,The Beatles,Octopus's Garden - Remastered 2009,170720,Octopus's Garden - Remastered 2009:The Beatles,170.72,0,
10097,2021-12-14 23:05,The Beatles,I Want You (She's So Heavy) - Remastered 2009,467320,I Want You (She's So Heavy) - Remastered 2009:The Beatles,467.32,0,
10098,2021-12-14 23:08,The Beatles,Here Comes The Sun - Remastered 2009,185733,Here Comes The Sun - Remastered 2009:The Beatles,185.73,0,
10099,2021-12-14 23:11,The Beatles,Because - Remastered 2009,165666,Because - Remastered 2009:The Beatles,165.67,0,
10100,2021-12-14 23:15,The Beatles,You Never Give Me Your Money - Remastered 2009,242973,You Never Give Me Your Money - Remastered 2009:The Beatles,242.97,0,
10101,2021-12-14 23:17,The Beatles,Sun King - Remastered 2009,146266,Sun King - Remastered 2009:The Beatles,146.27,0,
10102,2021-12-14 23:18,The Beatles,Mean Mr Mustard - Remastered 2009,66533,Mean Mr Mustard - Remastered 2009:The Beatles,66.53,0,
10103,2021-12-14 23:19,The Beatles,Polythene Pam - Remastered 2009,72640,Polythene Pam - Remastered 2009:The Beatles,72.64,0,
10104,2021-12-14 23:21,The Beatles,She Came In Through The Bathroom Window - Remastered 2009,118626,She Came In Through The Bathroom Window - Remastered 2009:The Beatles,118.63,0,
10105,2021-12-14 23:23,The Beatles,Golden Slumbers - Remastered 2009,91760,Golden Slumbers - Remastered 2009:The Beatles,91.76,0,
10106,2021-12-14 23:25,The Beatles,Carry That Weight - Remastered 2009,96466,Carry That Weight - Remastered 2009:The Beatles,96.47,0,
10107,2021-12-14 23:27,The Beatles,The End - Remastered 2009,141613,The End - Remastered 2009:The Beatles,141.61,0,
10109,2021-12-14 23:30,Yusuf / Cat Stevens,Wild World,145670,Wild World:Yusuf / Cat Stevens,145.67,0,
10110,2021-12-14 23:32,The Beatles,The End - Remastered 2009,126190,The End - Remastered 2009:The Beatles,126.19,0,
10111,2021-12-14 23:33,Gustavo Cerati,Y Si El Humo Esta En Foco...,37280,Y Si El Humo Esta En Foco...:Gustavo Cerati,37.28,0,
10112,2021-12-14 23:37,Soda Stereo,Canción Animal - Remasterizado 2007,247453,Canción Animal - Remasterizado 2007:Soda Stereo,247.45,0,
10113,2021-12-14 23:38,Charly García,Pubis Angelical - Vocal 2,61373,Pubis Angelical - Vocal 2:Charly García,61.37,0,
10114,2021-12-14 23:43,Fito Paez,Dos en la ciudad,342160,Dos en la ciudad:Fito Paez,342.16,0,
10115,2021-12-14 23:47,Mercedes Sosa,Zona de Promesas (with Gustavo Cerati),238840,Zona de Promesas (with Gustavo Cerati):Mercedes Sosa,238.84,1,2EGq3O7pchSqjQ6gx82byi
10116,2021-12-14 23:51,Emmanuel Horvilleur,Radios,251600,Radios:Emmanuel Horvilleur,251.6,0,
10117,2021-12-14 23:55,Gustavo Cerati,Bocanada,246666,Bocanada:Gustavo Cerati,246.67,0,
10118,2021-12-15 00:00,Charly García,Cerca De La Revolucion,280546,Cerca De La Revolucion:Charly García,280.55,0,6KrSQXiwgnWBv6E4tTjbdF
10119,2021-12-15 00:04,Gustavo Cerati,Artefacto,256680,Artefacto:Gustavo Cerati,256.68,0,
10120,2021-12-15 00:07,Gustavo Cerati,Sudestada,1213,Sudestada:Gustavo Cerati,1.21,0,
10122,2021-12-15 00:12,Fito Paez,La Música de los Sueños de Tu Juventud,253781,La Música de los Sueños de Tu Juventud:Fito Paez,253.78,1,6kGXhFBioJfblZHv5AJVGm
10124,2021-12-15 00:16,Charly García,Ojos De Video Tape,215493,Ojos De Video Tape:Charly García,215.49,0,6BqgYMoeuiXk3buXaDvfGm
10125,2021-12-15 00:18,Charly García,Chicas Muertas,133946,Chicas Muertas:Charly García,133.95,1,2hswCACKO32Ikb0bxsAIpm
10126,2021-12-15 00:22,Charly García,No Te Animás A Despegar,244426,No Te Animás A Despegar:Charly García,244.43,0,
10127,2021-12-15 01:22,Gustavo Cerati,Cosas Imposibles,53833,Cosas Imposibles:Gustavo Cerati,53.83,0,
10128,2021-12-15 01:26,Conociendo Rusia,En Todos los Lugares,243093,En Todos los Lugares:Conociendo Rusia,243.09,0,0wgCxklMqVJawo83Xhk6ww
10129,2021-12-15 01:30,Conociendo Rusia,Cada Día,215174,Cada Día:Conociendo Rusia,215.17,0,3Y4Df1CX8JpDtvhBtZVeiD
10130,2021-12-15 01:33,Bandalos Chinos,AYNMG,200693,AYNMG:Bandalos Chinos,200.69,0,7549uZ9AfLglEzPF0ZwVQ7
10131,2021-12-15 01:36,Usted Señalemelo,Pana,202405,Pana:Usted Señalemelo,202.4,0,4J7LhtpgtPLzUzfov9p8ed
10132,2021-12-15 01:41,Conociendo Rusia,Disfraz,289307,Disfraz:Conociendo Rusia,289.31,0,5wp6bRa4Y5U0yE6idmfOtO
10133,2021-12-15 01:44,Bandalos Chinos,Mi Manera De Ser,160853,Mi Manera De Ser:Bandalos Chinos,160.85,0,5gLPJihYkhz3h7ZRIa2QO8
10134,2021-12-15 13:36,Cardellino,CURSI,115042,CURSI:Cardellino,115.04,0,
10135,2021-12-15 15:15,Charly García,Nos Siguen Pegando Abajo,206720,Nos Siguen Pegando Abajo:Charly García,206.72,1,6ssQWlLTRrPj3FQpiko9JB
10141,2021-12-15 15:18,Charly García,Los Dinosaurios,208093,Los Dinosaurios:Charly García,208.09,0,3VCKdfJAL8DTDlwZw5O6Ik
10143,2021-12-15 15:21,Charly García,No Soy Un Extraño,195733,No Soy Un Extraño:Charly García,195.73,0,5f3EtD85N6tTekD3HVja4j
