,track_uri,artist_uri,genres
1,56RHRxBAMWgGaHBCGxvVbW,6nVcjUJemqpJjc1WevwTvL,latin alternative
1,56RHRxBAMWgGaHBCGxvVbW,6nVcjUJemqpJjc1WevwTvL,latin rock
1,56RHRxBAMWgGaHBCGxvVbW,6nVcjUJemqpJjc1WevwTvL,rock en espanol
1,56RHRxBAMWgGaHBCGxvVbW,6nVcjUJemqpJjc1WevwTvL,rock uruguayo
2,5Y3T9zncw2XDAcn9pFliKT,4VgvR7eu3k2T20mo6mXhXF,argentine rock
2,5Y3T9zncw2XDAcn9pFliKT,4VgvR7eu3k2T20mo6mXhXF,latin alternative
2,5Y3T9zncw2XDAcn9pFliKT,4VgvR7eu3k2T20mo6mXhXF,latin rock
2,5Y3T9zncw2XDAcn9pFliKT,4VgvR7eu3k2T20mo6mXhXF,rock en espanol
2,5Y3T9zncw2XDAcn9pFliKT,4VgvR7eu3k2T20mo6mXhXF,rock nacional
2,5Y3T9zncw2XDAcn9pFliKT,4VgvR7eu3k2T20mo6mXhXF,ska argentino
3,2P2tl8JT698TJJ55ScKyku,7x2a9uyqlWbE9LwcoQWDTo,argentine rock
3,2P2tl8JT698TJJ55ScKyku,7x2a9uyqlWbE9LwcoQWDTo,latin rock
3,2P2tl8JT698TJJ55ScKyku,7x2a9uyqlWbE9LwcoQWDTo,rock en espanol
3,2P2tl8JT698TJJ55ScKyku,7x2a9uyqlWbE9LwcoQWDTo,rock nacional
4,3WLY1xa2Izcof8CNaFK8QS,2wjmZuSHtRx96Qxb8HiP2o,argentine rock
4,3WLY1xa2Izcof8CNaFK8QS,2wjmZuSHtRx96Qxb8HiP2o,latin alternative
4,3WLY1xa2Izcof8CNaFK8QS,2wjmZuSHtRx96Qxb8HiP2o,latin rock
4,3WLY1xa2Izcof8CNaFK8QS,2wjmZuSHtRx96Qxb8HiP2o,rock en espanol
4,3WLY1xa2Izcof8CNaFK8QS,2wjmZuSHtRx96Qxb8HiP2o,rock nacional
5,29iIRrSuANyjnwag69PHOJ,3jO7X5KupvwmWTHGtHgcgo,argentine rock
5,29iIRrSuANyjnwag69PHOJ,3jO7X5KupvwmWTHGtHgcgo,latin alternative
5,29iIRrSuANyjnwag69PHOJ,3jO7X5KupvwmWTHGtHgcgo,latin rock
5,29iIRrSuANyjnwag69PHOJ,3jO7X5KupvwmWTHGtHgcgo,post-punk argentina
5,29iIRrSuANyjnwag69PHOJ,3jO7X5KupvwmWTHGtHgcgo,rock en espanol
5,29iIRrSuANyjnwag69PHOJ,3jO7X5KupvwmWTHGtHgcgo,rock nacional
6,5Kk32DOEMMGE9qc7Kglcqd,3dOfwznaY7FEKpF8aw1q9i,argentine rock
6,5Kk32DOEMMGE9qc7Kglcqd,3dOfwznaY7FEKpF8aw1q9i,latin alternative
6,5Kk32DOEMMGE9qc7Kglcqd,3dOfwznaY7FEKpF8aw1q9i,rock en espanol
6,5Kk32DOEMMGE9qc7Kglcqd,3dOfwznaY7FEKpF8aw1q9i,rock nacional
7,060aWWmC9CrLqbhzHQifQf,7An4yvF7hDYDolN4m5zKBp,argentine rock
7,060aWWmC9CrLqbhzHQifQf,7An4yvF7hDYDolN4m5zKBp,latin alternative
7,060aWWmC9CrLqbhzHQifQf,7An4yvF7hDYDolN4m5zKBp,latin rock
7,060aWWmC9CrLqbhzHQifQf,7An4yvF7hDYDolN4m5zKBp,post-punk argentina
7,060aWWmC9CrLqbhzHQifQf,7An4yvF7hDYDolN4m5zKBp,rock en espanol
7,060aWWmC9CrLqbhzHQifQf,7An4yvF7hDYDolN4m5zKBp,ska argentino
8,00TU7szqwBrxWTd9SO7ihK,7An4yvF7hDYDolN4m5zKBp,argentine rock
8,00TU7szqwBrxWTd9SO7ihK,7An4yvF7hDYDolN4m5zKBp,latin alternative
8,00TU7szqwBrxWTd9SO7ihK,7An4yvF7hDYDolN4m5zKBp,latin rock
8,00TU7szqwBrxWTd9SO7ihK,7An4yvF7hDYDolN4m5zKBp,post-punk argentina
8,00TU7szqwBrxWTd9SO7ihK,7An4yvF7hDYDolN4m5zKBp,rock en espanol
8,00TU7szqwBrxWTd9SO7ihK,7An4yvF7hDYDolN4m5zKBp,ska argentino
9,6ssQWlLTRrPj3FQpiko9JB,3jO7X5KupvwmWTHGtHgcgo,argentine rock
9,6ssQWlLTRrPj3FQpiko9JB,3jO7X5KupvwmWTHGtHgcgo,latin alternative
9,6ssQWlLTRrPj3FQpiko9JB,3jO7X5KupvwmWTHGtHgcgo,latin rock
9,6ssQWlLTRrPj3FQpiko9JB,3jO7X5KupvwmWTHGtHgcgo,post-punk argentina
9,6ssQWlLTRrPj3FQpiko9JB,3jO7X5KupvwmWTHGtHgcgo,rock en espanol
9,6ssQWlLTRrPj3FQpiko9JB,3jO7X5KupvwmWTHGtHgcgo,rock nacional
10,4VikOud5ZmdmHH6h7uQeDB,3jO7X5KupvwmWTHGtHgcgo,argentine rock
10,4VikOud5ZmdmHH6h7uQeDB,3jO7X5KupvwmWTHGtHgcgo,latin alternative
10,4VikOud5ZmdmHH6h7uQeDB,3jO7X5KupvwmWTHGtHgcgo,latin rock
10,4VikOud5ZmdmHH6h7uQeDB,3jO7X5KupvwmWTHGtHgcgo,post-punk argentina
10,4VikOud5ZmdmHH6h7uQeDB,3jO7X5KupvwmWTHGtHgcgo,rock en espanol
10,4VikOud5ZmdmHH6h7uQeDB,3jO7X5KupvwmWTHGtHgcgo,rock nacional
11,3dHo3940xcnvQaci88jAgg,59dLJG3ZVwkMZLFKByQCJB,argentine rock
11,3dHo3940xcnvQaci88jAgg,59dLJG3ZVwkMZLFKByQCJB,blues latinoamericano
11,3dHo3940xcnvQaci88jAgg,59dLJG3ZVwkMZLFKByQCJB,latin alternative
11,3dHo3940xcnvQaci88jAgg,59dLJG3ZVwkMZLFKByQCJB,latin metal
11,3dHo3940xcnvQaci88jAgg,59dLJG3ZVwkMZLFKByQCJB,latin rock
11,3dHo3940xcnvQaci88jAgg,59dLJG3ZVwkMZLFKByQCJB,rock en espanol
11,3dHo3940xcnvQaci88jAgg,59dLJG3ZVwkMZLFKByQCJB,rock nacional
12,5OyMgMn1JEBbHvAdCvsT2b,2wjmZuSHtRx96Qxb8HiP2o,argentine rock
12,5OyMgMn1JEBbHvAdCvsT2b,2wjmZuSHtRx96Qxb8HiP2o,latin alternative
12,5OyMgMn1JEBbHvAdCvsT2b,2wjmZuSHtRx96Qxb8HiP2o,latin rock
12,5OyMgMn1JEBbHvAdCvsT2b,2wjmZuSHtRx96Qxb8HiP2o,rock en espanol
12,5OyMgMn1JEBbHvAdCvsT2b,2wjmZuSHtRx96Qxb8HiP2o,rock nacional
13,7qrIjgzC3voW0YVKjany5V,30fEdZPXgWfC4sNttcyB3C,argentine rock
13,7qrIjgzC3voW0YVKjany5V,30fEdZPXgWfC4sNttcyB3C,latin alternative
13,7qrIjgzC3voW0YVKjany5V,30fEdZPXgWfC4sNttcyB3C,latin rock
13,7qrIjgzC3voW0YVKjany5V,30fEdZPXgWfC4sNttcyB3C,rock en espanol
13,7qrIjgzC3voW0YVKjany5V,30fEdZPXgWfC4sNttcyB3C,rock nacional
14,6SsOtB41HPvZdEFjtLUhop,1db5TWniHR7iqwXer7AiQ2,argentine heavy metal
14,6SsOtB41HPvZdEFjtLUhop,1db5TWniHR7iqwXer7AiQ2,argentine rock
14,6SsOtB41HPvZdEFjtLUhop,1db5TWniHR7iqwXer7AiQ2,latin alternative
14,6SsOtB41HPvZdEFjtLUhop,1db5TWniHR7iqwXer7AiQ2,latin metal
14,6SsOtB41HPvZdEFjtLUhop,1db5TWniHR7iqwXer7AiQ2,latin rock
14,6SsOtB41HPvZdEFjtLUhop,1db5TWniHR7iqwXer7AiQ2,rock en espanol
14,6SsOtB41HPvZdEFjtLUhop,1db5TWniHR7iqwXer7AiQ2,rock nacional
15,1ELykgy7CVsJtEuwUcvCfq,2osoVujXgV0PA8lhqDKYFw,argentine rock
15,1ELykgy7CVsJtEuwUcvCfq,2osoVujXgV0PA8lhqDKYFw,cumbia villera
15,1ELykgy7CVsJtEuwUcvCfq,2osoVujXgV0PA8lhqDKYFw,latin alternative
15,1ELykgy7CVsJtEuwUcvCfq,2osoVujXgV0PA8lhqDKYFw,rock en espanol
16,1NCuYqMc8hKMb4cpNTcJbD,4lxfqrEsLX6N1N4OCSkILp,mellow gold
16,1NCuYqMc8hKMb4cpNTcJbD,4lxfqrEsLX6N1N4OCSkILp,rock drums
16,1NCuYqMc8hKMb4cpNTcJbD,4lxfqrEsLX6N1N4OCSkILp,soft rock
17,4etJPu6uu8wF5jezX7kClT,5lCqW8vcd4TyTHzGIuKdH8,argentine rock
17,4etJPu6uu8wF5jezX7kClT,5lCqW8vcd4TyTHzGIuKdH8,latin alternative
17,4etJPu6uu8wF5jezX7kClT,5lCqW8vcd4TyTHzGIuKdH8,latin rock
17,4etJPu6uu8wF5jezX7kClT,5lCqW8vcd4TyTHzGIuKdH8,rock en espanol
17,4etJPu6uu8wF5jezX7kClT,5lCqW8vcd4TyTHzGIuKdH8,rock nacional
18,2ls5Nls2vswpcxsC0HlVZr,5lCqW8vcd4TyTHzGIuKdH8,argentine rock
18,2ls5Nls2vswpcxsC0HlVZr,5lCqW8vcd4TyTHzGIuKdH8,latin alternative
18,2ls5Nls2vswpcxsC0HlVZr,5lCqW8vcd4TyTHzGIuKdH8,latin rock
18,2ls5Nls2vswpcxsC0HlVZr,5lCqW8vcd4TyTHzGIuKdH8,rock en espanol
18,2ls5Nls2vswpcxsC0HlVZr,5lCqW8vcd4TyTHzGIuKdH8,rock nacional
19,20HOkeup7WSNOaOVQKbDNp,6CrQKZeuSKNYgrE7PeYqJ1,argentine rock
19,20HOkeup7WSNOaOVQKbDNp,6CrQKZeuSKNYgrE7PeYqJ1,latin alternative
19,20HOkeup7WSNOaOVQKbDNp,6CrQKZeuSKNYgrE7PeYqJ1,latin rock
19,20HOkeup7WSNOaOVQKbDNp,6CrQKZeuSKNYgrE7PeYqJ1,rock en espanol
19,20HOkeup7WSNOaOVQKbDNp,6CrQKZeuSKNYgrE7PeYqJ1,rock nacional
20,3Z7amA2hdlxrNRTHTKFXiU,1MuQ2m2tg7naeRGAOxYZer,argentine indie
20,3Z7amA2hdlxrNRTHTKFXiU,1MuQ2m2tg7naeRGAOxYZer,argentine rock
20,3Z7amA2hdlxrNRTHTKFXiU,1MuQ2m2tg7naeRGAOxYZer,latin alternative
20,3Z7amA2hdlxrNRTHTKFXiU,1MuQ2m2tg7naeRGAOxYZer,latin rock
20,3Z7amA2hdlxrNRTHTKFXiU,1MuQ2m2tg7naeRGAOxYZer,post-punk argentina
20,3Z7amA2hdlxrNRTHTKFXiU,1MuQ2m2tg7naeRGAOxYZer,rock en espanol
20,3Z7amA2hdlxrNRTHTKFXiU,1MuQ2m2tg7naeRGAOxYZer,rock nacional
21,5C9IeDOtfwkDUGd9aF2ELI,79R7PUc6T6j09G8mJzNml2,argentine alternative rock
21,5C9IeDOtfwkDUGd9aF2ELI,79R7PUc6T6j09G8mJzNml2,argentine indie
22,29UOHJBpXY1L1QiWaZLY8o,6YbPwijYI1KH2v4aPzAORT,argentine rock
22,29UOHJBpXY1L1QiWaZLY8o,6YbPwijYI1KH2v4aPzAORT,rock nacional
23,1L3xF00RcV4rx9zR5dUNoT,3jO7X5KupvwmWTHGtHgcgo,argentine rock
23,1L3xF00RcV4rx9zR5dUNoT,3jO7X5KupvwmWTHGtHgcgo,latin alternative
23,1L3xF00RcV4rx9zR5dUNoT,3jO7X5KupvwmWTHGtHgcgo,latin rock
23,1L3xF00RcV4rx9zR5dUNoT,3jO7X5KupvwmWTHGtHgcgo,post-punk argentina
23,1L3xF00RcV4rx9zR5dUNoT,3jO7X5KupvwmWTHGtHgcgo,rock en espanol
23,1L3xF00RcV4rx9zR5dUNoT,3jO7X5KupvwmWTHGtHgcgo,rock nacional
24,4VQQ5nlfYdBm9Zn1H3IjLS,3jO7X5KupvwmWTHGtHgcgo,argentine rock
24,4VQQ5nlfYdBm9Zn1H3IjLS,3jO7X5KupvwmWTHGtHgcgo,latin alternative
24,4VQQ5nlfYdBm9Zn1H3IjLS,3jO7X5KupvwmWTHGtHgcgo,latin rock
24,4VQQ5nlfYdBm9Zn1H3IjLS,3jO7X5KupvwmWTHGtHgcgo,post-punk argentina
24,4VQQ5nlfYdBm9Zn1H3IjLS,3jO7X5KupvwmWTHGtHgcgo,rock en espanol
24,4VQQ5nlfYdBm9Zn1H3IjLS,3jO7X5KupvwmWTHGtHgcgo,rock nacional
25,4T9Elo8e4WcZzWm6PF3WgW,6CrQKZeuSKNYgrE7PeYqJ1,argentine rock
25,4T9Elo8e4WcZzWm6PF3WgW,6CrQKZeuSKNYgrE7PeYqJ1,latin alternative
25,4T9Elo8e4WcZzWm6PF3WgW,6CrQKZeuSKNYgrE7PeYqJ1,latin rock
25,4T9Elo8e4WcZzWm6PF3WgW,6CrQKZeuSKNYgrE7PeYqJ1,rock en espanol
25,4T9Elo8e4WcZzWm6PF3WgW,6CrQKZeuSKNYgrE7PeYqJ1,rock nacional
26,5Po9Vxwr4ZowkQzCrgWlnA,5lCqW8vcd4TyTHzGIuKdH8,argentine rock
26,5Po9Vxwr4ZowkQzCrgWlnA,5lCqW8vcd4TyTHzGIuKdH8,latin alternative
26,5Po9Vxwr4ZowkQzCrgWlnA,5lCqW8vcd4TyTHzGIuKdH8,latin rock
26,5Po9Vxwr4ZowkQzCrgWlnA,5lCqW8vcd4TyTHzGIuKdH8,rock en espanol
26,5Po9Vxwr4ZowkQzCrgWlnA,5lCqW8vcd4TyTHzGIuKdH8,rock nacional
27,2gs1hHeZHNBj4MxD2N5iug,6CrQKZeuSKNYgrE7PeYqJ1,argentine rock
27,2gs1hHeZHNBj4MxD2N5iug,6CrQKZeuSKNYgrE7PeYqJ1,latin alternative
27,2gs1hHeZHNBj4MxD2N5iug,6CrQKZeuSKNYgrE7PeYqJ1,latin rock
27,2gs1hHeZHNBj4MxD2N5iug,6CrQKZeuSKNYgrE7PeYqJ1,rock en espanol
27,2gs1hHeZHNBj4MxD2N5iug,6CrQKZeuSKNYgrE7PeYqJ1,rock nacional
28,6P6rudfmKr7FyArdyEs0Mk,3jO7X5KupvwmWTHGtHgcgo,argentine rock
28,6P6rudfmKr7FyArdyEs0Mk,3jO7X5KupvwmWTHGtHgcgo,latin alternative
28,6P6rudfmKr7FyArdyEs0Mk,3jO7X5KupvwmWTHGtHgcgo,latin rock
28,6P6rudfmKr7FyArdyEs0Mk,3jO7X5KupvwmWTHGtHgcgo,post-punk argentina
28,6P6rudfmKr7FyArdyEs0Mk,3jO7X5KupvwmWTHGtHgcgo,rock en espanol
28,6P6rudfmKr7FyArdyEs0Mk,3jO7X5KupvwmWTHGtHgcgo,rock nacional
29,1xrIpksF4fArFD1G78gtvl,3jO7X5KupvwmWTHGtHgcgo,argentine rock
29,1xrIpksF4fArFD1G78gtvl,3jO7X5KupvwmWTHGtHgcgo,latin alternative
29,1xrIpksF4fArFD1G78gtvl,3jO7X5KupvwmWTHGtHgcgo,latin rock
29,1xrIpksF4fArFD1G78gtvl,3jO7X5KupvwmWTHGtHgcgo,post-punk argentina
29,1xrIpksF4fArFD1G78gtvl,3jO7X5KupvwmWTHGtHgcgo,rock en espanol
29,1xrIpksF4fArFD1G78gtvl,3jO7X5KupvwmWTHGtHgcgo,rock nacional
30,3i22RR1yUia5ShKujgQcX3,4DuhYdfd2jHMdaqYVYZp04,argentine rock
30,3i22RR1yUia5ShKujgQcX3,4DuhYdfd2jHMdaqYVYZp04,cumbia pop
30,3i22RR1yUia5ShKujgQcX3,4DuhYdfd2jHMdaqYVYZp04,latin alternative
30,3i22RR1yUia5ShKujgQcX3,4DuhYdfd2jHMdaqYVYZp04,latin rock
30,3i22RR1yUia5ShKujgQcX3,4DuhYdfd2jHMdaqYVYZp04,rock en espanol
30,3i22RR1yUia5ShKujgQcX3,4DuhYdfd2jHMdaqYVYZp04,rock nacional
31,47rrhPXwe6sfKtIDwJAsO4,1bZNv4q3OxYq7mmnLha7Tu,argentine rock
31,47rrhPXwe6sfKtIDwJAsO4,1bZNv4q3OxYq7mmnLha7Tu,latin alternative
31,47rrhPXwe6sfKtIDwJAsO4,1bZNv4q3OxYq7mmnLha7Tu,latin rock
31,47rrhPXwe6sfKtIDwJAsO4,1bZNv4q3OxYq7mmnLha7Tu,rock en espanol
31,47rrhPXwe6sfKtIDwJAsO4,1bZNv4q3OxYq7mmnLha7Tu,rock nacional
32,6YKN33GKbvLF3dcZtXPIlP,2wjmZuSHtRx96Qxb8HiP2o,argentine rock
32,6YKN33GKbvLF3dcZtXPIlP,2wjmZuSHtRx96Qxb8HiP2o,latin alternative
32,6YKN33GKbvLF3dcZtXPIlP,2wjmZuSHtRx96Qxb8HiP2o,latin rock
32,6YKN33GKbvLF3dcZtXPIlP,2wjmZuSHtRx96Qxb8HiP2o,rock en espanol
32,6YKN33GKbvLF3dcZtXPIlP,2wjmZuSHtRx96Qxb8HiP2o,rock nacional
33,3kL99Fpliaj8HWigniTIp7,6CrQKZeuSKNYgrE7PeYqJ1,argentine rock
33,3kL99Fpliaj8HWigniTIp7,6CrQKZeuSKNYgrE7PeYqJ1,latin alternative
33,3kL99Fpliaj8HWigniTIp7,6CrQKZeuSKNYgrE7PeYqJ1,latin rock
33,3kL99Fpliaj8HWigniTIp7,6CrQKZeuSKNYgrE7PeYqJ1,rock en espanol
33,3kL99Fpliaj8HWigniTIp7,6CrQKZeuSKNYgrE7PeYqJ1,rock nacional
34,5P29BFj3HVX4iEsK7lCa0t,0D5U7oXEE4dut2DPyUDLca,argentine rock
34,5P29BFj3HVX4iEsK7lCa0t,0D5U7oXEE4dut2DPyUDLca,latin alternative
34,5P29BFj3HVX4iEsK7lCa0t,0D5U7oXEE4dut2DPyUDLca,latin rock
34,5P29BFj3HVX4iEsK7lCa0t,0D5U7oXEE4dut2DPyUDLca,rock en espanol
34,5P29BFj3HVX4iEsK7lCa0t,0D5U7oXEE4dut2DPyUDLca,rock nacional
35,7wo12JShmTgEdKdLy62M6u,4DuhYdfd2jHMdaqYVYZp04,argentine rock
35,7wo12JShmTgEdKdLy62M6u,4DuhYdfd2jHMdaqYVYZp04,cumbia pop
35,7wo12JShmTgEdKdLy62M6u,4DuhYdfd2jHMdaqYVYZp04,latin alternative
35,7wo12JShmTgEdKdLy62M6u,4DuhYdfd2jHMdaqYVYZp04,latin rock
35,7wo12JShmTgEdKdLy62M6u,4DuhYdfd2jHMdaqYVYZp04,rock en espanol
35,7wo12JShmTgEdKdLy62M6u,4DuhYdfd2jHMdaqYVYZp04,rock nacional
36,6pCZYiB2ZoLfDuapZbpKl8,3jO7X5KupvwmWTHGtHgcgo,argentine rock
36,6pCZYiB2ZoLfDuapZbpKl8,3jO7X5KupvwmWTHGtHgcgo,latin alternative
36,6pCZYiB2ZoLfDuapZbpKl8,3jO7X5KupvwmWTHGtHgcgo,latin rock
36,6pCZYiB2ZoLfDuapZbpKl8,3jO7X5KupvwmWTHGtHgcgo,post-punk argentina
36,6pCZYiB2ZoLfDuapZbpKl8,3jO7X5KupvwmWTHGtHgcgo,rock en espanol
36,6pCZYiB2ZoLfDuapZbpKl8,3jO7X5KupvwmWTHGtHgcgo,rock nacional
37,1kEoU9Dmivr2JoOf7ramyT,13JJKrUewC1CJYmIDXQNoH,argentine rock
37,1kEoU9Dmivr2JoOf7ramyT,13JJKrUewC1CJYmIDXQNoH,latin alternative
37,1kEoU9Dmivr2JoOf7ramyT,13JJKrUewC1CJYmIDXQNoH,latin rock
37,1kEoU9Dmivr2JoOf7ramyT,13JJKrUewC1CJYmIDXQNoH,rock en espanol
37,1kEoU9Dmivr2JoOf7ramyT,13JJKrUewC1CJYmIDXQNoH,rock uruguayo
38,0t0Kl5jxxV3s8bdpILkgmd,5lCqW8vcd4TyTHzGIuKdH8,argentine rock
38,0t0Kl5jxxV3s8bdpILkgmd,5lCqW8vcd4TyTHzGIuKdH8,latin alternative
38,0t0Kl5jxxV3s8bdpILkgmd,5lCqW8vcd4TyTHzGIuKdH8,latin rock
38,0t0Kl5jxxV3s8bdpILkgmd,5lCqW8vcd4TyTHzGIuKdH8,rock en espanol
38,0t0Kl5jxxV3s8bdpILkgmd,5lCqW8vcd4TyTHzGIuKdH8,rock nacional
39,0LWO6hUTJz6KBrSA2iJOpH,5lCqW8vcd4TyTHzGIuKdH8,argentine rock
39,0LWO6hUTJz6KBrSA2iJOpH,5lCqW8vcd4TyTHzGIuKdH8,latin alternative
39,0LWO6hUTJz6KBrSA2iJOpH,5lCqW8vcd4TyTHzGIuKdH8,latin rock
39,0LWO6hUTJz6KBrSA2iJOpH,5lCqW8vcd4TyTHzGIuKdH8,rock en espanol
39,0LWO6hUTJz6KBrSA2iJOpH,5lCqW8vcd4TyTHzGIuKdH8,rock nacional
40,5ZhiXlsIwkzNg5iREJgOu3,0D5U7oXEE4dut2DPyUDLca,argentine rock
40,5ZhiXlsIwkzNg5iREJgOu3,0D5U7oXEE4dut2DPyUDLca,latin alternative
40,5ZhiXlsIwkzNg5iREJgOu3,0D5U7oXEE4dut2DPyUDLca,latin rock
40,5ZhiXlsIwkzNg5iREJgOu3,0D5U7oXEE4dut2DPyUDLca,rock en espanol
40,5ZhiXlsIwkzNg5iREJgOu3,0D5U7oXEE4dut2DPyUDLca,rock nacional
41,0ch8PUB8JRTMJqmdmfY46U,6eUKZXaKkcviH0Ku9w2n3V,pop
41,0ch8PUB8JRTMJqmdmfY46U,6eUKZXaKkcviH0Ku9w2n3V,uk pop
42,5ubHAQtKuFfiG4FXfLP804,6eUKZXaKkcviH0Ku9w2n3V,pop
42,5ubHAQtKuFfiG4FXfLP804,6eUKZXaKkcviH0Ku9w2n3V,uk pop
43,4hHbeIIKO5Y5uLyIEbY9Gn,1Mxqyy3pSjf8kZZL4QVxS0,adult standards
43,4hHbeIIKO5Y5uLyIEbY9Gn,1Mxqyy3pSjf8kZZL4QVxS0,easy listening
43,4hHbeIIKO5Y5uLyIEbY9Gn,1Mxqyy3pSjf8kZZL4QVxS0,lounge
44,5HNCy40Ni5BZJFw1TKzRsC,0k17h0D3J5VfsdmQ1iZtE9,album rock
44,5HNCy40Ni5BZJFw1TKzRsC,0k17h0D3J5VfsdmQ1iZtE9,art rock
44,5HNCy40Ni5BZJFw1TKzRsC,0k17h0D3J5VfsdmQ1iZtE9,classic rock
44,5HNCy40Ni5BZJFw1TKzRsC,0k17h0D3J5VfsdmQ1iZtE9,progressive rock
44,5HNCy40Ni5BZJFw1TKzRsC,0k17h0D3J5VfsdmQ1iZtE9,psychedelic rock
44,5HNCy40Ni5BZJFw1TKzRsC,0k17h0D3J5VfsdmQ1iZtE9,rock
44,5HNCy40Ni5BZJFw1TKzRsC,0k17h0D3J5VfsdmQ1iZtE9,symphonic rock
45,4HBZA5flZLE435QTztThqH,66CXWjxzNUsdJxJ2JdwvnR,dance pop
45,4HBZA5flZLE435QTztThqH,66CXWjxzNUsdJxJ2JdwvnR,pop
46,1RKUoGiLEbcXN4GY4spQDx,3AA28KZvwAUcZuOKwyblJQ,alternative hip hop
47,4h5KB1btt2aZBq9EJHmWF4,3fMbdgg4jU18AjLCKBhRSm,pop
47,4h5KB1btt2aZBq9EJHmWF4,3fMbdgg4jU18AjLCKBhRSm,r&b
47,4h5KB1btt2aZBq9EJHmWF4,3fMbdgg4jU18AjLCKBhRSm,soul
48,0q6LuUqGLUiCPP1cbdwFs3,3AA28KZvwAUcZuOKwyblJQ,alternative hip hop
49,1yqMgZNrevsWMLWfO2PRp5,4gzpq5DPGxSnKTe4SA8HAU,permanent wave
49,1yqMgZNrevsWMLWfO2PRp5,4gzpq5DPGxSnKTe4SA8HAU,pop
50,2iXdwVdzA0KrI2Q0iZNJbX,3GBPw9NK25X1Wt2OUvOwY3,neo mellow
51,1wo3UYTeizJHkwYIuLuBPF,2DaxqgrOhkeH0fpeiQq2f4,beatlesque
51,1wo3UYTeizJHkwYIuLuBPF,2DaxqgrOhkeH0fpeiQq2f4,britpop
51,1wo3UYTeizJHkwYIuLuBPF,2DaxqgrOhkeH0fpeiQq2f4,madchester
51,1wo3UYTeizJHkwYIuLuBPF,2DaxqgrOhkeH0fpeiQq2f4,permanent wave
51,1wo3UYTeizJHkwYIuLuBPF,2DaxqgrOhkeH0fpeiQq2f4,rock
52,4gMgiXfqyzZLMhsksGmbQV,0k17h0D3J5VfsdmQ1iZtE9,album rock
52,4gMgiXfqyzZLMhsksGmbQV,0k17h0D3J5VfsdmQ1iZtE9,art rock
52,4gMgiXfqyzZLMhsksGmbQV,0k17h0D3J5VfsdmQ1iZtE9,classic rock
52,4gMgiXfqyzZLMhsksGmbQV,0k17h0D3J5VfsdmQ1iZtE9,progressive rock
52,4gMgiXfqyzZLMhsksGmbQV,0k17h0D3J5VfsdmQ1iZtE9,psychedelic rock
52,4gMgiXfqyzZLMhsksGmbQV,0k17h0D3J5VfsdmQ1iZtE9,rock
52,4gMgiXfqyzZLMhsksGmbQV,0k17h0D3J5VfsdmQ1iZtE9,symphonic rock
53,3ZOEytgrvLwQaqXreDs2Jx,0L8ExT028jH3ddEcZwqJJ5,alternative rock
53,3ZOEytgrvLwQaqXreDs2Jx,0L8ExT028jH3ddEcZwqJJ5,funk metal
53,3ZOEytgrvLwQaqXreDs2Jx,0L8ExT028jH3ddEcZwqJJ5,funk rock
53,3ZOEytgrvLwQaqXreDs2Jx,0L8ExT028jH3ddEcZwqJJ5,permanent wave
53,3ZOEytgrvLwQaqXreDs2Jx,0L8ExT028jH3ddEcZwqJJ5,rock
54,3ZffCQKLFLUvYM59XKLbVm,7oPftvlwr6VrsViSDV7fJY,permanent wave
54,3ZffCQKLFLUvYM59XKLbVm,7oPftvlwr6VrsViSDV7fJY,punk
55,7fJFDK6XjYsXcMKNHESbot,4gzpq5DPGxSnKTe4SA8HAU,permanent wave
55,7fJFDK6XjYsXcMKNHESbot,4gzpq5DPGxSnKTe4SA8HAU,pop
56,34gCuhDGsG4bRPIf9bb02f,6eUKZXaKkcviH0Ku9w2n3V,pop
56,34gCuhDGsG4bRPIf9bb02f,6eUKZXaKkcviH0Ku9w2n3V,uk pop
57,1ml03ZtwxEJJiEuIsjke7W,04gDigrS5kc9YWfZHwBETP,pop
57,1ml03ZtwxEJJiEuIsjke7W,04gDigrS5kc9YWfZHwBETP,pop rock
58,6UaRii9AH6Zss9xNMEQ2M9,7dGJo4pcD2V6oG8kP0tJRR,detroit hip hop
58,6UaRii9AH6Zss9xNMEQ2M9,7dGJo4pcD2V6oG8kP0tJRR,hip hop
58,6UaRii9AH6Zss9xNMEQ2M9,7dGJo4pcD2V6oG8kP0tJRR,rap
59,4fUKE8EULjQdHF4zb0M8FO,3WrFJ7ztbogyGnTHbHJFl2,beatlesque
59,4fUKE8EULjQdHF4zb0M8FO,3WrFJ7ztbogyGnTHbHJFl2,british invasion
59,4fUKE8EULjQdHF4zb0M8FO,3WrFJ7ztbogyGnTHbHJFl2,classic rock
59,4fUKE8EULjQdHF4zb0M8FO,3WrFJ7ztbogyGnTHbHJFl2,merseybeat
59,4fUKE8EULjQdHF4zb0M8FO,3WrFJ7ztbogyGnTHbHJFl2,psychedelic rock
59,4fUKE8EULjQdHF4zb0M8FO,3WrFJ7ztbogyGnTHbHJFl2,rock
60,3CeYdUfGPCjKMDYyI1PpCh,0L8ExT028jH3ddEcZwqJJ5,alternative rock
60,3CeYdUfGPCjKMDYyI1PpCh,0L8ExT028jH3ddEcZwqJJ5,funk metal
60,3CeYdUfGPCjKMDYyI1PpCh,0L8ExT028jH3ddEcZwqJJ5,funk rock
